DANH SÁCH TÀI LIỆU SỐ - THƯ VIỆN QNU;;;;;;;;;;;;;
STT;Tiêu đề;Tác giả;Tác giả phụ;Năm xuất bản;Nhà xuất bản;Chủ đề;Chuyên ngành;Học phần;Loại tài liệu;Kiểu tài liệu;Ngôn ngữ;Link URL;Ghi chú
6040;Thơ văn Phan Huy Ích : Dụ âm ngâm lục : T.1;;;1978;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6499;CÓ FILE
6041;Thơ văn Phan Huy Ích : Dụ âm ngâm lục : T.2;;;1978;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6500;CÓ FILE
6042;Thơ văn Phan Huy Ích :  Dụ âm ngâm lục : T.3;;;1978;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6501;CÓ FILE
6043;Thơ Chế Lan Viên;Kiều Văn (tuyển chọn);;2004;Nxb. Tổng hợp Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6502;CÓ FILE
6044;Thơ Hoàng Cầm;Kiều Văn (b.s.);;2002;Đại học Quốc gia Hà Nội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6503;CÓ FILE
6045;Thơ không vần : Tuyển tập tân hình thức;Blank Verse;;2009;Nxb. Tân Hình thức;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6504;CÓ FILE
6046;Thơ Lưu Quang Vũ;Kiều Văn (tuyển chọn);;2003;Nxb.  Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6505;CÓ FILE
6047;Thơ Lưu Trọng Lư;Kiều Văn (tuyển chọn);;1996;Nxb.  Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6506;CÓ FILE
6048;Nguyễn Khuyến thơ;Kiều Văn (tuyển chọn);;2002;Nxb.  Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6507;CÓ FILE
6049;Thơ Oan Uytman;Trần Nhuận Minh (tuyển giới thiệu);;2004;Thanh niên;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6508;CÓ FILE
6050;Thơ Quang Dũng;Kiều Văn (tuyển chọn);;2006;Nxb.  Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6509;CÓ FILE
6051;Tuyển tập 40 năm thơ Quảng Ninh 1963-2003;;;2003;;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6510;CÓ FILE
6052;Thơ quê hương và những lời bình;Phương Ngân (tuyển chọn);;2007;Đại học Quốc gia Hà Nội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6511;CÓ FILE
6053;Thơ Thế Lữ;Kiều Văn (tuyển chọn);;1996;Nxb.  Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6512;CÓ FILE
6054;Thơ thơ;Xuân Diệu;;1992;Nxb. Hội nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6513;CÓ FILE
6055;Thơ tình sinh viên;Thảo Linh (tuyển chọn);;2000;Đại học Quốc gia Hà Nội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6514;CÓ FILE
6056;Thơ trữ tình;Nguyễn Duy;;2001;Nxb. Hội nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6515;CÓ FILE
6057;Thơ trữ tình Việt Nam 1975-1990;Lê Lưu Oanh;;1998;Đại học Quốc gia Hà Nội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6516;CÓ FILE
6058;Thơ Tú Xương;Kiều Văn (tuyển chọn);;2002;Nxb.  Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6517;CÓ FILE
6059;Thơ văn Trạng Quỳnh;Phùng Khắc Khoan;;2007;Đại học Quốc gia Hà Nội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6518;CÓ FILE
6060;Thơ Vũ Hoàng Chương;Kiều Văn (b.s.);;2002;Nxb. Đồng Nai;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6519;CÓ FILE
6061;Thú chơi chữ;Lê Trung Hoa;;1995;Nxb. Trẻ;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6520;CÓ FILE
6062;Thù Nợ Nhà Nước : Tiểu thuyết lịch sử;Nguyên Hồng;;2005;Hội Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6521;CÓ FILE
6063;Thu vàng bên sông châu : Thơ;Trần Như Thức;;2002;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6522;CÓ FILE
6064;Tiểu thuyết Nguyễn công Hoan : T.1;;;2003;Thanh niên;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6523;CÓ FILE
6065;Tiểu thuyết Nguyễn công Hoan : T.2;;;2002;Thanh niên;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6524;CÓ FILE
6066;Tiểu thuyết Nguyễn công Hoan : T.3;;;2004;Thanh niên;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6525;CÓ FILE
6067;Tìm hiểu tác phẩm văn học;Lê Tiến Dũng;;1991;Tổng hợp Sông Bé;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6526;CÓ FILE
6068;Tìm hiểu kho sách Hán Nôm : Nguồn tư liệu văn học Sử học Việt Nam : T.1;Trần Văn Giáp;;1984;Văn hóa;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6527;CÓ FILE
6069;Tìm hiểu kho sách Hán Nôm : Nguồn tư liệu văn học Sử học Việt Nam : T.2;Trần Văn Giáp;;1990;Văn hóa;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6528;CÓ FILE
6070;Tìm hiểu phong cách Nguyễn Du trong truyện Kiều;Phan Ngọc;;2001;Thanh niên;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6529;CÓ FILE
6071;Tính biểu cảm trong ngôn ngữ : Truyện Việt Nam hiện đại;Trần Thị Hoa;;2007;Đại học Quốc gia Tp. Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6530;CÓ FILE
6072;Tinh tuyển văn học Việt Nam : T.2 : Q.1 : Văn học các dân tộc thiểu số;Nông Quốc Chấn (ch.b.);;2004;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6531;CÓ FILE
6073;Tinh tuyển văn học Việt Nam : T.2 : Q.2 : Văn học các dân tộc thiểu số;Nông Quốc Chấn (ch.b.);;2004;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6532;CÓ FILE
6074;Tinh tuyển văn học Việt Nam : T.7 : Q.2 : Văn học giai đoạn 1900-1945;Nguyễn Đăng Mạnh (ch.b.);;2004;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6533;CÓ FILE
6075;Tình anh em;Tô Hợp (s.t., b.s.);;2003;Văn hóa Dân tộc;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6534;CÓ FILE
6076;Truyện cười : Q.1;B.s. : Nguyễn Chí Bền (ch.b.), Phạm Lan Oanh;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6535;CÓ FILE
6077;Truyện cười : Q.2;Vi Quang Thọ;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6536;CÓ FILE
6078;Truyện cười : Q.3;B.s. : Nguyễn Chí Bền (ch.b.), Phạm Lan Oanh;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6537;KHÔNG CÓ FILE
6079;Vè : Q.2;Vũ Tố Hảo (b.s.);;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6538;KHÔNG CÓ FILE
6080;Vè : Q.3;Vũ Tố Hảo (b.s.);;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6539;KHÔNG CÓ FILE
6081;Chiều chiều;Tô Hoài;;1999;Nxb. Hội nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6540;KHÔNG CÓ FILE
6082;Tổng tập truyện thơ Nôm của các dân tộc thiểu số Việt Nam : T.2 : Bioóc Lả, Pác Dảo, Toọng tương;Giới thiệu, phiên âm, dịch nghĩa : Hoàng Triều Ân, Hoàng Phương Mai, Trần Thu Hường;;2008;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6541;KHÔNG CÓ FILE
6083;Tổng tập truyện thơ Nôm của các dân tộc thiểu số Việt Nam : T.1 : Mo lên trời;Hoàng Triều Ân (giới thiệu, phiên âm, dịch nghĩa);;2008;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6542;KHÔNG CÓ FILE
6084;Tổng tập truyện thơ Nôm của các dân tộc thiểu số Việt Nam : T.3 : Nho Hương, Chiêu Đức;Giới thiệu, phiên âm, dịch nghĩa : Hoàng Triều Ân, Hoàng Quyết;;2008;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6543;KHÔNG CÓ FILE
6085;Tổng tập truyện thơ Nôm của các dân tộc thiểu số Việt Nam : T.4 : Lý Thế Khánh, Nhân Lăng;Giới thiệu, phiên âm, dịch nghĩa : Hoàng Triều Ân, Hoàng Quyết;;2008;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6544;CÓ FILE
6086;Tổng tập truyện thơ Nôm của các dân tộc thiểu số Việt Nam : T.5 : Lưu Đài, Hán Xuân;Giới thiệu, phiên âm, dịch nghĩa : Nguyễn Minh Tuân, Trần Thu Hường, Hoàng Phương Mai;;2008;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6545;CÓ FILE
6087;Tổng tập văn học phật giáo Việt Nam : T.1;Lê Mạnh Phát;;2001;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6546;CÓ FILE
6088;Tổng tập văn học phật giáo Việt Nam : T.2;Lê Mạnh Phát;;2001;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6547;CÓ FILE
6089;Tổng tập văn học phật giáo Việt Nam : T.3;Lê Mạnh Phát;;2001;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6548;CÓ FILE
6090;Tổng tập văn học Việt Nam : T.1;Đinh Gia Khánh;;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6549;CÓ FILE
6091;Tổng tập văn học Việt Nam : T.2;Trần Lê Sáng (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6550;CÓ FILE
6092;Tổng tập văn học Việt Nam : T.3;Trần Lê Sáng (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6551;CÓ FILE
6093;Tổng tập văn học Việt Nam : T.4;Bùi Văn Nguyên (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6552;CÓ FILE
6094;Tổng tập văn học Việt Nam : T.5;;;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6553;CÓ FILE
6095;Tổng tập văn học Việt Nam : T.6;Bùi Duy Tân (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6554;CÓ FILE
6096;Tổng tập văn học Việt Nam : T.7;Nguyễn Lộc (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6555;CÓ FILE
6097;Tổng tập văn học Việt Nam : T.8;Nguyễn Lộc (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6556;CÓ FILE
6098;Tổng tập văn học Việt Nam : T.9;Trần Nghĩa (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6557;KHÔNG CÓ FILE
6099;Tổng tập văn học Việt Nam : T.10;Lê Văn Quán (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6558;CÓ FILE
6100;Tổng tập văn học Việt Nam : T.11;Hoàng Châu Ký (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6559;CÓ FILE
6101;Tổng tập văn học Việt Nam : T.12;Xuân Yến (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6560;CÓ FILE
6102;Tổng tập văn học Việt Nam : T.13;Nguyễn Quảng Tuân (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6561;CÓ FILE
6103;Tổng tập văn học Việt Nam : T.14;Đặng Đức Siêu (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6562;CÓ FILE
6104;Tổng tập văn học Việt Nam : T.15;Lê Trí Viễn (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6563;CÓ FILE
6105;Tổng tập văn học Việt Nam : T.16;Ch.b.: Phan Văn Các, Đặng Đức Siêu;;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6564;CÓ FILE
6106;Tổng tập văn học Việt Nam : T.17;Nguyễn Văn Huyền (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6565;CÓ FILE
6107;Tổng tập văn học Việt Nam : T.18;Chương Thâu (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6566;CÓ FILE
6108;Tổng tập văn học Việt Nam : T.19;Chương Thâu (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6567;CÓ FILE
6109;Tổng tập văn học Việt Nam : T.21;Nguyễn Thành (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6568;CÓ FILE
6110;Tổng tập văn học Việt Nam : T.22;Mã Giang Lân (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6569;CÓ FILE
6111;Tổng tập văn học Việt Nam : T.23;Mã Giang Lân (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6570;CÓ FILE
6112;Tổng tập văn học Việt Nam : T.24;Hà Minh Đức (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6571;CÓ FILE
6113;Tổng tập văn học Việt Nam : T.25;Hà Minh Đức (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6572;CÓ FILE
6114;Tổng tập văn học Việt Nam : T.26;Hà Minh Đức (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6573;CÓ FILE
6115;Tổng tập văn học Việt Nam : T.27;Hà Minh Đức (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6574;CÓ FILE
6116;Tổng tập văn học Việt Nam : T.28;Phan Cự Đệ (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6575;CÓ FILE
6117;Tổng tập văn học Việt Nam : T.29;Nguyễn Hoàng Khung (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6576;CÓ FILE
6118;Tổng tập văn học Việt Nam : T.30;Nguyễn Hoàng Khung (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6577;CÓ FILE
6119;Tổng tập văn học Việt Nam : T.31;Nguyễn Hoàng Khung (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6578;CÓ FILE
6120;Tổng tập văn học Việt Nam : T.32;Nguyễn Đăng Mạnh (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6579;CÓ FILE
6121;Tổng tập văn học Việt Nam : T.33;Nguyễn Đăng Mạnh (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6580;CÓ FILE
6122;Tổng tập văn học Việt Nam : T.34;Tạ Phong Châu (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6581;CÓ FILE
6123;Tổng tập văn học Việt Nam : T.35;Ch.b.: Nguyễn Thành, Hoàng Dung;;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6582;CÓ FILE
6124;Tổng tập văn học Việt Nam : T.36;Tạ Phong Châu (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6583;CÓ FILE
6125;Tổng tập văn học Việt Nam : T.37;Bùi Ngọc Trác (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6584;CÓ FILE
6126;Tổng tập văn học Việt Nam : T.38;Lữ Huy Nguyên (s.t., b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6585;CÓ FILE
6127;Tổng tập văn học Việt Nam : T.39;Đặng Nghiêm Vạn (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6586;CÓ FILE
6128;Tổng tập văn học Việt Nam : T.40;Đặng Nghiêm Vạn (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6587;CÓ FILE
6129;Tổng tập văn học Việt Nam : T.41;Đặng Nghiêm Vạn (ch.b.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6588;CÓ FILE
6130;Tổng tập văn học Việt Nam : T.42;Nguyễn Cừ (b.s.);;2000;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6589;CÓ FILE
6131;Trần Tế Xương tác phẩm chọn lọc;Giới thiệu, tuyển chọn : Vũ Văn Sỹ, Đoàn Ánh Dương;;2009;Giáo dục Việt Nam;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6590;CÓ FILE
6132;Trạng lợn;Phiên âm và giới thiệu : Kim Mã, Vũ Hoàng;;1987;Hội Văn học Nghệ thuật;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6591;CÓ FILE
6133;Trạng Quỳnh xiển bột;Nhân Văn (s.t., giới thiệu);;2006;Thanh niên;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6592;CÓ FILE
6134;Trong ánh lửa thù;Uyển Thao;;2002;Nxb. Tiếng quê hương;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6593;CÓ FILE
6135;Trúng lớn;Tập thơ châm;;1991;Nxb. Tổng hợp Sông bé;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6594;CÓ FILE
6136;Trúng số độc đắc;Vũ Trọng Phụng;;2004;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6595;CÓ FILE
6137;Truyện cổ tích Việt Nam hay nhất;Ngọc Hà (s.t.);;2009;Văn hóa Thông tin;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6596;CÓ FILE
6138;Truyện ngắn chọn lọc Võ Thị Hảo;;;1995;Nxb. Hội nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6597;CÓ FILE
6139;Truyện ngắn hay 2010 - 2011;Ma Văn Kháng, Nguyễn Thị Liên Tâm, Đỗ Thị Hồng Vân,…;;2011;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6598;CÓ FILE
6140;Truyện ngắn hay 2010;Tạ Duy Anh, Thụy Anh, Đỗ Chu,…;;2010;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6599;CÓ FILE
6141;Carmen truyện ngắn;"Proxpê Mêrrimê ;  Tô Chương (dịch)";;2001;Văn hóa Thông tin;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6600;CÓ FILE
6142;Nam Cao truyện ngắn chọn lọc;Lan Hương (tuyển chọn);;2004;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6601;CÓ FILE
6143;40 truyện rất ngắn;Phan Thị Vàng Anh, Trương Quốc Dũng, Thái Sinh,…;;1994;Nxb. Hội nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6602;CÓ FILE
6144;Truyện truyền kỳ : Q.2;Nguyễn Huệ Chi (ch.b.);;2009;Giáo dục Việt Nam;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6603;CÓ FILE
6145;Truyện truyền kỳ : Q.3;Nguyễn Huệ Chi (ch.b.);;2009;Giáo dục Việt Nam;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6604;CÓ FILE
6146;Tuyển tập truyện viết cho thiếu nhi từ sau cách mạng tháng Tám;Phong Thu (tuyển chọn);;2005;Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6605;KHÔNG CÓ FILE
6147;Truyện Kiều tác phẩm và lời bình;Tuyển chọn : Tuấn Thành, Vũ Nguyễn;;2007;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6606;CÓ FILE
6148;Nguyễn Công Hoan truyện ngắn chọn lọc : T.1;;;2005;Nxb. Hộ nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6607;CÓ FILE
